origination_year,loan_age_months,credit_tier,fico_score,vantage_score,payment_history_score,credit_history_length_years,num_open_tradelines,num_hard_inquiries_6mo,num_derog_marks,num_collections,bankruptcy_history,prev_auto_loan_delinquency_count,months_since_last_delinquency,annual_income,monthly_income,employment_type,employment_length_years,num_income_sources,loan_amount,loan_term_months,interest_rate_pct,monthly_payment,down_payment_amount,down_payment_pct,current_balance,vehicle_type,vehicle_condition,vehicle_age_at_origination,vehicle_mileage_at_origination,vehicle_value_at_origination,current_vehicle_value,ltv_ratio_origination,current_ltv_ratio,is_underwater,dti_ratio,total_dti_ratio,payment_to_income_ratio,loan_burden_score,times_30_dpd_last_12mo,times_60_dpd_last_12mo,times_90_dpd_ever,max_days_past_due_ever,consecutive_on_time_payments,payment_ratio_actual_vs_required,lender_type,loan_channel,dealer_markup_rate,has_gap_insurance,has_payment_protection,insurance_lapse_indicator,state,state_unemployment_rate,regional_used_car_price_index,origination_rate_environment,is_delinquent_30dpd,is_delinquent
2015,118,Subprime,595,579,98.5,9,1,1,0,0,0,0,,35327,2943.92,Part-time,1,1,32892,24,12.64,1558.19,11220,0.26,21580.36,Sedan,New,0,0,43155,8631,0.762,2.5,1,0.529,0.99,0.529,44.47,0,1,1,30,5,0.788,Non-Captive Finance Co.,Online,0.0,0,0,0,AZ,6.7,107.4,3.68,1,1
2023,23,Prime,669,654,81.8,5,10,3,0,2,0,2,71.0,81937,6828.08,Full-time Salaried,2,1,29758,72,4.21,468.42,0,0.0,26756.21,Truck,Used,3,40284,29237,23755,1.018,1.126,1,0.069,0.195,0.069,38.76,0,0,0,0,21,0.808,Credit Union,Dealer,0.22,0,0,0,NY,5.9,132.4,7.1,0,0
2021,37,Prime,664,642,100.0,16,4,0,0,0,0,0,,106599,8883.25,Full-time Salaried,14,2,20843,72,5.54,340.92,2994,0.13,12288.69,Sedan,Used,1,13618,23034,10839,0.905,1.134,1,0.038,0.091,0.038,28.67,0,0,2,120,17,0.971,Bank,Direct,0.0,1,0,0,FL,4.0,111.7,7.49,1,1
2022,32,Near Prime,651,645,88.4,7,17,2,0,1,0,0,,68442,5703.5,Full-time Salaried,1,1,56276,60,10.33,1204.86,7490,0.12,39604.63,Truck,New,0,0,62417,47436,0.902,0.835,0,0.211,0.647,0.211,38.98,0,0,0,30,22,1.044,Credit Union,Dealer,0.85,0,1,0,FL,7.3,112.1,4.61,1,1
2019,61,Super Prime,849,828,78.7,13,14,1,1,1,0,3,61.0,126362,10530.17,Full-time Salaried,13,2,57475,60,2.41,1017.75,532,0.01,49081.22,Truck,New,0,0,53276,21310,1.079,2.303,1,0.097,0.151,0.097,42.64,1,0,0,0,16,0.778,Bank,Dealer,1.61,1,0,0,PA,5.2,85.7,7.04,0,0
2022,29,Prime,665,679,99.8,4,9,0,0,0,0,0,,82064,6838.67,Full-time Hourly,6,1,5532,60,1.97,96.89,1179,0.17,3942.55,Sedan,Used,10,125730,6937,6937,0.797,0.568,0,0.014,0.038,0.014,24.53,2,0,1,0,26,0.916,Bank,Online,0.0,1,0,0,GA,3.3,102.4,3.34,0,0
2023,18,Deep Subprime,398,372,93.5,12,17,2,0,0,0,0,,33881,2823.42,Full-time Salaried,4,1,30409,60,19.75,801.43,3360,0.1,26054.21,SUV,Used,3,37662,33601,26440,0.905,0.985,0,0.284,0.738,0.284,40.46,3,1,0,0,16,0.988,Credit Union,Direct,0.0,0,0,0,MO,5.3,123.3,6.15,1,1
2016,107,Prime,681,685,80.1,3,6,1,2,0,0,2,28.0,106093,8841.08,Unemployed,0,1,14882,84,1.9,189.35,276,0.02,4570.7,SUV,Used,12,131748,13817,13817,1.077,0.331,0,0.021,0.04,0.021,39.12,4,0,0,0,8,0.744,Credit Union,Direct,0.0,1,0,0,CA,5.8,113.3,5.35,1,1
2016,106,Near Prime,645,628,70.3,18,18,0,3,0,0,1,63.0,67894,5657.83,Full-time Hourly,2,1,52348,60,5.07,989.55,13453,0.21,41723.97,Truck,New,0,0,64063,12812,0.817,3.257,1,0.175,0.375,0.175,40.42,0,0,0,60,31,1.081,Credit Union,Direct,0.0,1,1,1,OH,5.5,122.8,6.89,0,0
2015,112,Subprime,605,607,87.8,22,5,0,0,1,0,1,11.0,53590,4465.83,Full-time Salaried,9,3,22990,72,13.74,470.53,8655,0.29,16743.57,Sedan,New,0,0,29846,5969,0.77,2.805,1,0.105,0.306,0.105,30.96,2,3,1,0,27,1.107,Non-Captive Finance Co.,Online,0.0,0,0,0,AZ,7.2,110.3,5.59,1,1
2023,13,Subprime,583,595,100.0,12,18,0,0,0,0,0,,39218,3268.17,Part-time,1,1,7860,48,19.57,237.39,800,0.1,5588.12,Sedan,Used,8,91952,8006,8006,0.982,0.698,0,0.073,0.121,0.073,32.38,0,1,3,0,8,0.801,Credit Union,Online,0.0,0,0,0,CA,5.5,90.5,4.98,0,0
2019,65,Super Prime,773,781,89.8,21,18,1,1,0,0,0,,177172,14764.33,Part-time,0,1,16767,36,7.85,524.26,638,0.04,15356.86,Electric,Used,10,86210,15970,15970,1.05,0.962,0,0.036,0.114,0.036,36.0,1,0,0,0,24,1.124,Bank,Dealer,0.52,1,0,0,GA,7.8,88.7,5.53,1,1
2016,100,Near Prime,629,620,71.8,5,3,0,4,0,0,0,,40427,3368.92,Full-time Salaried,2,1,55671,24,7.21,2497.84,14641,0.2,22335.52,Luxury,New,0,0,73205,14641,0.76,1.526,1,0.741,0.99,0.741,60.9,1,0,0,0,7,1.072,Credit Union,Dealer,0.11,1,1,0,TX,5.1,121.7,7.71,1,1
2017,85,Super Prime,746,764,95.9,1,17,1,1,1,0,0,,86254,7187.83,Contract/Gig,1,2,9850,72,2.19,146.12,482,0.05,4053.92,Van,Used,5,50775,9647,6431,1.021,0.63,0,0.02,0.042,0.02,32.66,0,0,0,0,1,1.081,Credit Union,Dealer,1.73,1,0,1,CO,2.9,127.1,6.22,1,1
2016,104,Subprime,615,609,89.3,4,18,3,0,0,0,2,29.0,48330,4027.5,Part-time,4,1,7685,72,11.86,149.68,398,0.05,2942.1,Sedan,Certified Pre-Owned,7,89579,7960,7960,0.965,0.37,0,0.037,0.078,0.037,33.64,0,0,0,0,0,1.133,Credit Union,Dealer,2.48,0,0,0,TX,5.9,98.9,6.16,0,0
2015,111,Near Prime,624,595,77.6,10,15,0,2,1,0,0,,44316,3693.0,Full-time Salaried,3,1,29369,72,7.21,503.68,4030,0.12,16757.1,SUV,Used,4,52776,33590,13996,0.874,1.197,1,0.136,0.318,0.136,38.38,1,1,0,15,36,0.716,Fintech,Dealer,1.29,1,1,1,IL,7.5,109.0,6.29,0,0
2023,24,Near Prime,635,629,82.7,17,5,1,1,2,0,0,,60084,5007.0,Unemployed,0,1,44145,60,7.36,881.64,14639,0.26,22816.14,Truck,New,0,0,56306,42792,0.784,0.533,0,0.176,0.61,0.176,35.75,0,0,0,120,7,1.193,Bank,Direct,0.0,1,0,0,CO,4.9,110.7,6.34,1,1
2024,3,Super Prime,752,727,87.1,12,1,2,1,0,0,3,69.0,271463,22621.92,Full-time Salaried,2,1,36692,84,3.33,490.3,9064,0.2,12685.75,Truck,New,0,0,45322,45322,0.81,0.28,0,0.022,0.037,0.022,29.05,0,0,2,30,0,0.954,Credit Union,Online,0.0,0,0,0,CO,8.1,121.6,6.12,0,0
2023,18,Subprime,591,590,49.1,7,5,2,2,2,1,0,,43655,3637.92,Full-time Hourly,1,2,7738,36,18.57,281.96,890,0.11,6100.64,Coupe,Used,6,77154,8091,8091,0.956,0.754,0,0.078,0.205,0.078,47.07,3,0,1,120,3,0.931,Non-Captive Finance Co.,Direct,0.0,1,0,0,FL,3.9,109.3,8.08,1,1
2018,83,Prime,687,658,95.9,5,7,2,0,1,0,0,,59886,4990.5,Full-time Hourly,1,1,19512,36,6.87,601.31,4743,0.2,10450.39,Van,Used,3,25218,23719,8179,0.823,1.278,1,0.12,0.272,0.12,30.72,0,0,0,90,7,0.978,Credit Union,Dealer,1.19,1,0,0,FL,4.2,134.9,8.01,0,0
2018,80,Prime,716,709,93.6,13,13,4,0,0,0,0,,94884,7907.0,Full-time Salaried,9,3,12306,36,6.64,377.95,3747,0.25,10651.67,Sedan,Used,4,44612,14991,7495,0.821,1.421,1,0.048,0.106,0.048,28.47,0,0,0,120,26,0.747,Captive (OEM),Dealer,2.03,1,0,0,NY,3.4,133.9,7.23,0,0
2024,12,Subprime,582,589,100.0,10,14,1,0,0,0,0,,29231,2435.92,Full-time Hourly,1,1,100000,60,8.92,2071.96,8143,0.06,41875.65,Luxury,New,0,0,135723,111292,0.737,0.376,0,0.851,0.99,0.851,56.15,0,0,3,60,1,1.004,Credit Union,Dealer,1.84,0,0,0,SC,8.5,99.7,4.81,0,0
2019,62,Super Prime,813,806,95.0,4,1,0,0,0,0,2,4.0,186805,15567.08,Full-time Hourly,4,1,11735,84,1.9,149.31,3545,0.24,7262.99,SUV,Used,12,121944,14772,14772,0.794,0.492,0,0.01,0.028,0.01,25.72,0,1,3,0,4,1.056,Credit Union,Dealer,1.44,1,0,0,CA,4.0,117.6,6.67,0,0
2024,10,Super Prime,782,777,93.2,22,15,0,1,0,0,3,4.0,84129,7010.75,Contract/Gig,0,2,5000,84,8.82,79.99,1653,0.29,1823.09,Sedan,Used,7,99554,5702,5702,0.877,0.32,0,0.011,0.022,0.011,28.79,4,0,0,30,6,0.923,Captive (OEM),Dealer,1.99,1,0,0,GA,6.3,88.6,7.91,0,0
2018,84,Subprime,606,636,94.4,4,11,0,0,0,0,0,,52847,4403.92,Self-employed,8,2,6628,84,12.64,119.28,2668,0.3,2979.13,Truck,Used,6,61836,8896,6354,0.745,0.469,0,0.027,0.061,0.027,25.11,0,0,3,15,13,0.83,Captive (OEM),Dealer,0.74,1,1,0,NC,5.9,86.1,3.99,1,1
2016,107,Near Prime,620,622,85.9,19,18,1,1,0,0,1,36.0,64381,5365.08,Full-time Salaried,4,1,24845,84,8.45,392.83,8882,0.28,20049.17,Sedan,New,0,0,31724,6344,0.783,3.16,1,0.073,0.184,0.073,30.64,1,0,0,0,24,0.764,Credit Union,Dealer,1.16,0,0,0,TX,2.8,110.5,6.68,1,1
2019,67,Prime,705,679,72.7,16,2,0,2,0,0,0,,88675,7389.58,Full-time Hourly,4,1,28587,48,9.58,719.29,4232,0.13,11776.59,Truck,New,0,0,32554,13021,0.878,0.904,0,0.097,0.179,0.097,38.41,4,3,1,0,35,0.868,Credit Union,Dealer,2.0,0,1,0,NY,6.1,125.7,7.41,1,1
2021,37,Super Prime,767,774,95.6,17,9,1,0,0,0,1,50.0,189897,15824.75,Full-time Hourly,11,1,22623,60,2.22,398.71,7968,0.26,8080.16,Van,New,0,0,30648,17775,0.738,0.455,0,0.025,0.056,0.025,24.46,4,0,0,0,20,1.07,Non-Captive Finance Co.,Dealer,0.96,1,1,0,NY,6.7,104.8,5.6,0,0
2015,115,Prime,700,709,58.5,2,3,0,2,0,1,0,,98550,8212.5,Full-time Salaried,1,2,30369,60,1.9,530.97,310,0.01,20455.98,Sedan,Used,2,27008,31049,8871,0.978,2.306,1,0.065,0.215,0.065,44.39,1,0,0,120,7,0.762,Credit Union,Dealer,2.49,0,1,0,MN,6.6,109.0,8.39,0,0
2017,94,Super Prime,768,791,94.0,9,11,0,0,2,0,0,,139974,11664.5,Full-time Hourly,3,1,42041,60,2.39,744.08,9215,0.18,25420.96,Truck,New,0,0,51196,10239,0.821,2.483,1,0.064,0.116,0.064,28.99,3,0,0,60,15,1.13,Bank,Dealer,1.47,0,0,0,IN,7.7,88.7,4.43,1,1
2015,110,Super Prime,841,833,64.5,5,13,0,4,0,0,1,37.0,211648,17637.33,Self-employed,3,1,23467,72,1.9,345.12,4077,0.15,10470.19,Truck,Used,4,59972,27185,10455,0.863,1.001,1,0.02,0.061,0.02,37.34,0,2,0,90,0,0.842,Captive (OEM),Dealer,1.02,0,1,0,NY,2.9,109.0,3.59,1,1
2015,111,Prime,690,680,72.8,14,14,1,0,3,0,1,21.0,87646,7303.83,Full-time Hourly,1,2,16906,60,6.35,329.6,3228,0.16,10909.52,Van,Used,3,31203,20177,6957,0.838,1.568,1,0.045,0.108,0.045,35.1,0,0,3,0,9,1.009,Bank,Dealer,0.7,1,0,0,TX,6.3,87.0,7.74,1,1
2017,91,Near Prime,629,637,97.4,2,16,1,0,0,0,1,35.0,57191,4765.92,Part-time,0,1,9115,48,12.07,240.35,3359,0.27,4990.64,Luxury,Used,8,81024,12444,12444,0.732,0.401,0,0.05,0.081,0.05,24.74,0,0,0,0,22,0.784,Non-Captive Finance Co.,Direct,0.0,1,0,0,SC,3.6,96.8,7.6,0,0
2016,107,Deep Subprime,559,558,68.6,2,2,1,2,0,1,0,,29365,2447.08,Full-time Hourly,7,1,54451,36,21.15,2055.64,11502,0.17,29013.31,SUV,New,0,0,67660,13532,0.805,2.144,1,0.84,0.99,0.84,67.17,1,0,0,60,22,0.887,Fintech,Online,0.0,0,0,1,TX,7.3,122.1,8.28,0,0
2015,115,Subprime,586,587,83.3,8,2,3,0,0,0,0,,52449,4370.75,Full-time Salaried,9,1,31501,36,15.59,1101.12,10837,0.26,12327.15,Sedan,New,0,0,41683,8336,0.756,1.479,1,0.252,0.751,0.252,37.77,2,0,3,0,16,1.04,Non-Captive Finance Co.,Direct,0.0,0,0,0,TX,8.0,119.2,7.6,1,1
2023,14,Near Prime,623,644,100.0,8,18,0,0,0,0,2,45.0,46235,3852.92,Retired,0,1,20637,72,7.35,355.32,430,0.02,7718.04,Truck,Used,4,39048,21534,16565,0.958,0.466,0,0.092,0.255,0.092,32.42,0,2,0,0,13,0.768,Credit Union,Direct,0.0,0,0,1,MD,5.4,121.8,7.07,1,1
2017,94,Prime,666,652,51.2,15,15,1,5,1,0,0,,90542,7545.17,Full-time Salaried,6,1,5000,72,5.64,82.02,95,0.02,1628.23,Sedan,Used,11,159742,4788,4788,1.044,0.34,0,0.011,0.038,0.011,46.4,0,0,0,15,35,0.764,Credit Union,Direct,0.0,1,0,0,FL,6.4,108.5,3.17,0,0
2016,108,Subprime,594,602,88.8,1,13,0,1,0,0,2,37.0,52435,4369.58,Full-time Hourly,4,1,25310,60,16.69,624.81,8649,0.25,20901.03,Sedan,New,0,0,34596,6919,0.732,3.021,1,0.143,0.22,0.143,31.04,2,0,2,0,29,1.023,Credit Union,Dealer,0.88,1,0,0,FL,8.3,103.6,4.63,0,0
2015,110,Near Prime,624,611,71.0,2,6,0,4,0,0,0,,42798,3566.5,Self-employed,3,1,10370,84,6.18,152.39,4337,0.3,3319.66,Electric,Used,6,62952,14458,14458,0.717,0.23,0,0.043,0.148,0.043,31.93,1,0,0,0,12,1.022,Credit Union,Dealer,0.98,1,0,0,NY,8.1,127.3,5.22,1,1
2017,92,Subprime,594,609,32.6,6,8,4,4,1,1,1,13.0,35198,2933.17,Full-time Hourly,4,1,5000,60,10.58,107.67,483,0.12,1554.23,Sedan,Used,6,79380,4025,4025,1.242,0.386,0,0.037,0.078,0.037,58.96,0,3,0,0,6,0.744,Captive (OEM),Dealer,0.17,0,1,0,CO,7.6,115.0,4.49,1,1
2020,49,Prime,699,677,81.4,17,1,3,2,0,0,0,,94890,7907.5,Full-time Hourly,11,2,8047,60,3.72,147.18,2556,0.24,7476.65,SUV,Used,8,70064,10653,10653,0.755,0.702,0,0.019,0.057,0.019,28.99,1,0,0,0,20,0.74,Non-Captive Finance Co.,Direct,0.0,1,0,0,NC,5.2,134.8,4.9,0,0
2019,70,Prime,685,700,81.1,7,17,0,1,2,0,0,,101244,8437.0,Full-time Salaried,2,2,9730,60,7.22,193.68,3211,0.24,6962.55,Truck,Used,8,81816,13383,13383,0.727,0.52,0,0.023,0.043,0.023,28.4,0,1,0,0,15,1.048,Captive (OEM),Dealer,1.95,1,0,0,PA,2.8,87.0,6.34,1,1
2019,61,Near Prime,620,631,90.5,20,6,2,0,0,0,0,,54208,4517.33,Retired,0,1,31498,60,10.56,677.95,6489,0.17,14169.18,SUV,Certified Pre-Owned,1,10180,38172,9652,0.825,1.468,1,0.15,0.347,0.15,33.6,1,3,2,30,7,0.943,Non-Captive Finance Co.,Direct,0.0,1,1,0,CO,6.6,106.3,5.1,1,1
2023,17,Near Prime,634,649,92.7,0,4,1,0,0,0,0,,50101,4175.08,Part-time,0,1,60656,24,11.7,2846.8,4769,0.07,45792.15,Truck,New,0,0,68138,59961,0.89,0.764,0,0.682,0.99,0.682,56.17,1,3,0,0,12,1.027,Captive (OEM),Dealer,0.83,0,0,1,WA,2.8,96.1,3.68,1,1
2024,3,Subprime,606,632,61.1,5,14,1,4,0,0,0,,52473,4372.75,Full-time Hourly,1,1,28228,48,12.45,749.6,3227,0.1,21062.43,Sedan,Used,1,12284,32271,32271,0.875,0.653,0,0.171,0.434,0.171,44.76,3,0,0,0,2,0.763,Bank,Dealer,2.19,1,0,1,IN,4.1,112.8,8.23,1,1
2016,100,Super Prime,738,768,76.3,0,9,0,3,1,0,0,,229091,19090.92,Retired,0,1,5000,60,3.33,90.58,900,0.24,4416.7,Sedan,Used,9,126810,3751,3751,1.333,1.177,1,0.005,0.01,0.005,47.3,1,0,0,30,23,0.94,Fintech,Dealer,1.72,0,0,0,MI,3.0,112.4,3.65,0,0
2020,55,Near Prime,651,630,99.1,3,9,0,0,1,0,2,62.0,66147,5512.25,Self-employed,14,2,7551,60,9.14,157.26,1518,0.18,2443.11,Truck,Used,6,61764,8438,6027,0.895,0.405,0,0.029,0.076,0.029,28.28,1,0,0,15,22,0.867,Non-Captive Finance Co.,Dealer,1.18,1,0,0,PA,5.6,118.4,7.41,0,0
2018,83,Near Prime,638,661,56.3,11,14,0,4,2,0,0,,55415,4617.92,Full-time Hourly,7,1,9940,60,11.44,218.31,686,0.07,7209.41,SUV,Certified Pre-Owned,10,140840,9801,9801,1.014,0.736,0,0.047,0.147,0.047,45.41,0,0,0,15,10,1.155,Credit Union,Dealer,1.31,1,1,0,NC,5.9,131.0,7.04,0,0
2021,39,Prime,709,688,81.0,0,9,1,0,2,0,0,,60062,5005.17,Self-employed,3,2,5939,60,3.19,107.22,112,0.02,2644.13,Coupe,Used,10,112170,5643,5643,1.052,0.469,0,0.021,0.035,0.021,38.1,0,3,0,15,8,0.734,Credit Union,Direct,0.0,1,0,0,MD,3.1,118.9,6.29,0,0
2024,7,Prime,672,656,98.7,13,11,3,0,0,0,2,9.0,75981,6331.75,Self-employed,3,1,25752,60,3.17,464.68,506,0.02,23098.59,Sedan,New,0,0,25327,25327,1.017,0.912,0,0.073,0.209,0.073,33.82,3,0,0,30,3,0.821,Non-Captive Finance Co.,Dealer,1.68,0,0,0,IL,3.3,126.5,3.35,0,0
2023,23,Subprime,618,616,69.7,16,2,0,4,0,0,0,,51408,4284.0,Full-time Salaried,3,1,16140,60,15.82,390.95,1038,0.06,12408.68,SUV,Used,5,68595,17303,10876,0.933,1.141,1,0.091,0.253,0.091,40.72,0,0,3,90,14,0.852,Bank,Direct,0.0,1,0,1,NC,6.2,116.7,3.45,1,1
2015,117,Subprime,593,620,72.6,0,1,2,0,0,1,2,51.0,42043,3503.58,Full-time Salaried,13,1,28692,72,15.2,609.81,3252,0.11,12796.11,SUV,New,0,0,29567,5913,0.97,2.164,1,0.174,0.306,0.174,44.28,0,2,0,0,24,0.744,Bank,Direct,0.0,1,1,0,AZ,6.0,109.9,5.15,1,1
2023,13,Prime,689,680,98.8,2,8,1,0,1,0,0,,74014,6167.83,Self-employed,3,1,10504,60,7.96,212.78,425,0.04,9040.11,SUV,Used,8,66888,10644,10644,0.987,0.849,0,0.034,0.101,0.034,31.33,1,0,0,30,3,0.875,Credit Union,Dealer,0.79,0,0,0,CO,4.3,105.1,3.83,0,0
2022,28,Super Prime,749,747,47.9,11,4,3,3,1,1,0,,292605,24383.75,Part-time,0,3,47170,72,8.54,839.54,18205,0.29,44443.08,SUV,New,0,0,62777,46454,0.751,0.957,0,0.034,0.104,0.034,39.52,0,1,2,0,3,1.087,Captive (OEM),Dealer,2.09,1,1,0,PA,2.9,126.4,8.02,0,0
2023,23,Near Prime,638,668,100.0,19,10,1,0,1,0,0,,62599,5216.58,Retired,0,1,42265,48,12.59,1125.28,17344,0.29,18634.13,Truck,New,0,0,59807,52630,0.707,0.354,0,0.216,0.584,0.216,29.85,0,2,0,0,9,1.103,Fintech,Direct,0.0,1,0,0,CO,7.2,105.9,4.77,0,0
2017,90,Prime,698,670,100.0,16,9,0,0,0,0,1,24.0,78632,6552.67,Full-time Salaried,3,1,5000,84,7.31,76.22,1430,0.27,3291.85,Sedan,Used,11,158268,5298,5298,0.944,0.621,0,0.012,0.027,0.012,28.8,2,0,0,30,27,1.152,Credit Union,Dealer,2.15,1,0,0,TX,5.3,96.6,7.31,0,0
2020,49,Near Prime,654,655,88.7,13,3,0,2,0,0,0,,63225,5268.75,Self-employed,1,2,5000,72,12.36,98.69,181,0.04,2174.16,Sedan,Used,5,54030,4534,3627,1.103,0.599,0,0.019,0.034,0.019,37.24,0,3,0,0,29,0.844,Fintech,Direct,0.0,0,0,0,NY,7.4,96.8,6.33,1,1
2015,119,Prime,670,672,46.3,0,7,0,4,0,1,1,22.0,84008,7000.67,Full-time Hourly,2,1,10953,48,8.74,271.22,461,0.04,8585.03,Coupe,Used,4,59916,11538,6410,0.949,1.339,1,0.039,0.111,0.039,46.14,0,0,0,15,19,1.132,Credit Union,Dealer,1.98,1,0,0,FL,7.4,109.4,7.41,0,0
2018,81,Near Prime,629,602,82.0,12,16,4,1,0,0,1,19.0,55203,4600.25,Full-time Salaried,1,1,8260,60,8.21,168.31,1153,0.13,3721.34,Sedan,Certified Pre-Owned,10,129120,8876,8876,0.931,0.419,0,0.037,0.085,0.037,34.81,0,0,2,0,5,1.037,Credit Union,Dealer,1.61,1,0,0,NY,4.1,86.7,6.59,0,0
2023,20,Prime,668,698,100.0,12,13,1,0,0,0,0,,104084,8673.67,Retired,0,2,44615,60,6.46,872.11,1894,0.04,25171.31,Truck,New,0,0,47367,41682,0.942,0.604,0,0.101,0.259,0.101,32.3,0,0,0,0,0,1.136,Non-Captive Finance Co.,Direct,0.0,0,0,1,TX,4.7,96.2,3.16,0,0
2021,39,Near Prime,639,650,80.9,17,1,3,1,0,0,1,7.0,64231,5352.58,Full-time Hourly,3,2,26890,36,10.8,877.8,4846,0.16,21772.08,Van,New,0,0,30291,17568,0.888,1.239,1,0.164,0.561,0.164,38.93,0,0,0,15,28,0.897,Credit Union,Dealer,2.42,0,1,1,CA,3.4,109.5,6.19,0,0
2020,53,Near Prime,638,659,88.5,6,11,2,0,3,0,0,,66443,5536.92,Full-time Salaried,2,1,7281,72,10.06,135.11,820,0.11,5489.59,Sedan,Certified Pre-Owned,9,96570,7457,7457,0.976,0.736,0,0.024,0.066,0.024,33.69,0,2,1,30,10,0.849,Captive (OEM),Direct,0.0,0,0,0,OH,3.6,122.3,3.17,0,0
2017,92,Subprime,602,621,89.4,10,8,2,2,0,0,0,,37365,3113.75,Full-time Hourly,1,2,22358,72,17.61,505.02,5626,0.21,7015.93,Truck,Certified Pre-Owned,5,51765,26794,13397,0.834,0.524,0,0.162,0.453,0.162,34.68,2,0,1,0,4,1.064,Fintech,Dealer,1.71,0,0,0,MO,5.3,124.2,7.03,0,0
2023,14,Near Prime,642,629,76.6,13,15,2,1,2,0,0,,68837,5736.42,Full-time Hourly,1,2,24690,48,11.78,647.52,7047,0.22,17782.01,SUV,Used,3,34215,32035,25208,0.771,0.705,0,0.113,0.245,0.113,34.67,0,0,0,15,1,1.171,Captive (OEM),Direct,0.0,0,0,0,MI,7.8,129.5,6.76,1,1
2023,20,Near Prime,630,628,69.8,5,14,0,3,1,0,1,39.0,62903,5241.92,Retired,0,1,65771,72,10.9,1248.52,10941,0.14,41476.81,Electric,New,0,0,78156,62524,0.842,0.663,0,0.238,0.388,0.238,43.84,0,0,0,0,13,0.791,Credit Union,Dealer,1.29,0,0,0,CA,6.3,110.2,8.49,0,0
2023,19,Near Prime,654,662,93.2,16,11,2,0,0,0,0,,53872,4489.33,Full-time Hourly,2,1,82598,60,9.4,1730.68,17616,0.18,60113.13,Luxury,New,0,0,97867,80250,0.844,0.749,0,0.386,0.99,0.386,42.8,2,0,1,30,2,1.152,Bank,Dealer,1.18,1,0,1,IN,7.2,122.0,7.78,1,1
2022,36,Deep Subprime,437,431,76.1,21,8,1,0,3,0,2,52.0,25427,2118.92,Full-time Salaried,24,1,30917,60,21.61,847.05,10175,0.24,23049.2,SUV,New,0,0,42397,25862,0.729,0.891,0,0.4,0.645,0.4,45.04,4,0,1,30,1,1.076,Captive (OEM),Dealer,2.13,0,1,0,CA,4.5,119.7,3.36,1,1
2022,30,Deep Subprime,543,570,85.8,10,8,2,2,0,0,0,,35165,2930.42,Full-time Salaried,1,1,22589,60,17.63,569.08,5209,0.19,14453.39,Coupe,Used,1,10593,27420,16974,0.824,0.852,0,0.194,0.511,0.194,36.74,2,0,0,15,20,0.904,Bank,Direct,0.0,0,0,0,CO,7.4,92.2,7.4,1,1
2020,54,Near Prime,651,653,94.6,9,13,3,0,0,0,0,,46796,3899.67,Full-time Salaried,7,1,18889,36,9.72,607.01,6207,0.24,13016.27,SUV,Certified Pre-Owned,4,39460,25866,10777,0.73,1.208,1,0.156,0.376,0.156,29.76,2,3,1,30,4,0.982,Credit Union,Dealer,1.58,0,1,0,CA,4.8,124.9,4.06,1,1
2015,115,Super Prime,806,787,94.7,6,17,0,0,1,0,1,44.0,88376,7364.67,Retired,0,1,18276,60,8.89,378.4,7308,0.3,11375.68,Electric,Used,3,44043,24363,12181,0.75,0.934,0,0.051,0.113,0.051,26.13,3,0,0,0,7,1.099,Credit Union,Direct,0.0,1,0,0,TX,6.2,88.3,4.11,1,1
2017,88,Prime,708,713,92.3,15,14,0,1,0,0,2,12.0,88570,7380.83,Part-time,0,2,38685,48,2.57,848.93,15706,0.29,36435.32,SUV,New,0,0,54162,10832,0.714,3.364,1,0.115,0.231,0.115,28.33,0,0,0,30,30,1.065,Bank,Dealer,1.01,0,1,0,MO,4.6,114.2,7.01,0,0
2023,15,Near Prime,621,641,78.6,16,17,3,0,2,0,0,,45754,3812.83,Full-time Salaried,3,1,48857,72,10.2,910.05,4435,0.08,44064.95,SUV,New,0,0,55448,48239,0.881,0.913,0,0.239,0.486,0.239,42.41,3,1,2,30,12,0.75,Credit Union,Dealer,1.41,0,1,0,OH,6.5,106.6,5.76,0,0
2019,65,Near Prime,651,679,100.0,13,13,0,0,0,0,3,17.0,47573,3964.42,Self-employed,4,1,50657,60,8.98,1051.06,2465,0.05,37944.28,SUV,New,0,0,49319,17261,1.027,2.198,1,0.265,0.64,0.265,41.41,4,0,0,30,32,1.183,Non-Captive Finance Co.,Direct,0.0,1,0,0,NY,7.9,88.2,5.59,1,1
2015,119,Prime,684,695,72.6,18,1,0,2,0,1,0,,63398,5283.17,Full-time Salaried,1,1,12324,48,8.56,304.11,5165,0.29,6568.06,Truck,Used,6,76932,17812,12723,0.692,0.516,0,0.058,0.197,0.058,31.3,0,0,1,0,30,1.081,Bank,Online,0.0,0,1,0,NC,4.5,119.1,7.91,0,0
2019,64,Super Prime,844,820,87.3,19,4,2,0,2,0,0,,166414,13867.83,Full-time Salaried,3,1,21038,48,3.34,468.83,5474,0.2,15941.13,Luxury,Used,4,59112,27374,19553,0.769,0.815,0,0.034,0.109,0.034,28.24,0,0,2,0,0,1.17,Bank,Direct,0.0,1,0,0,TX,3.6,126.4,3.57,0,0
